Filename,Emotional_Intensity,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,Emotion
03-01-04-01-01-01-01.wav,01,-680.84985,60.804207,-1.9560477,14.204766,6.8270884,-2.8811657,-2.4629226,-8.663905,-11.039645,-4.454039,-4.2584863,-1.6950514,-0.858215,19.182687788982832,11.665840388711539,14.089269987723052,13.64626448886774,15.066369577319916,16.994701646756038,43.931951699960294,0.6322497,0.66306335,0.6046901,0.5624726,0.5242857,0.42837548,0.4083336,0.46856302,0.51898456,0.5319872,0.5851026,0.6184989,sad
03-01-04-01-01-02-01.wav,01,-699.10425,65.49692,-1.099551,16.531912,8.523047,-0.46712285,0.1738208,-7.589048,-10.304403,-5.5254693,-1.7454497,-2.0158567,-1.7528478,18.84311814637007,12.12495063161495,16.11388328604553,15.005931366015535,15.363301211693052,16.621434648873237,44.60871179351371,0.53384936,0.5714309,0.5698958,0.57025146,0.58193773,0.5262135,0.48719758,0.51550925,0.588912,0.5603871,0.50475514,0.4811706,sad
03-01-04-01-02-01-01.wav,01,-735.524,60.409447,-3.443985,14.033259,6.590172,-1.7684739,-1.7315747,-7.569149,-10.976078,-3.8221762,-0.9965825,-1.3543686,-1.2844805,17.261586720367305,11.189076953601429,13.95988974846063,13.808785625344488,14.114900546774077,15.93498137271339,43.97845221196502,0.6214464,0.6386852,0.610498,0.65574396,0.5919902,0.5081437,0.52254766,0.5602319,0.63770986,0.6872915,0.6271175,0.61765695,sad
03-01-04-01-02-02-01.wav,01,-711.7862,59.567207,0.7109444,15.603702,6.023352,-0.16229153,1.2461175,-7.515769,-12.228474,-3.9741051,-2.3960714,-2.4673662,-0.06185281,18.02284328452701,10.85665022488132,14.66913700010227,14.384072122159592,15.187469994095078,16.671613279062395,44.56176902931174,0.59799296,0.5637945,0.5440078,0.5738922,0.5571062,0.5234578,0.502924,0.52799547,0.5611525,0.56617475,0.5978151,0.6596821,sad
03-01-04-02-01-01-01.wav,02,-669.9195,62.426224,0.9023568,16.833582,7.8117805,-1.8475591,-0.91065353,-7.4858384,-9.419271,-1.5074193,-2.4400961,-2.6243286,-0.14111501,21.086542492925375,12.593210484815067,15.837862147770371,14.715172066447286,15.463444420888178,17.1285537868314,44.33543704367652,0.61577404,0.5738323,0.50895536,0.5153906,0.5262488,0.5299741,0.48468083,0.51298577,0.5361121,0.5720691,0.6560456,0.65677166,sad
03-01-04-02-01-02-01.wav,02,-627.47046,50.890545,-4.893386,10.5070715,3.7041097,-3.614306,-8.667971,-7.1464243,-15.135483,-4.434602,-2.204541,-6.959076,0.33116093,19.011659032709485,12.748950978902947,14.91373370233831,15.001113409972916,15.574021235299364,16.743341103118347,44.83769385536656,0.5688426,0.56163895,0.521316,0.5544459,0.5288533,0.47613367,0.5145704,0.5718994,0.48689264,0.49773175,0.6008089,0.59694254,sad
03-01-04-02-02-01-01.wav,02,-620.26776,54.993256,-5.729505,13.725473,3.9384527,-2.7418923,-6.817739,-9.286635,-18.480108,-4.8934646,-2.2725978,-7.2611017,0.3614603,20.843045427199314,12.966987456282698,16.50081553709815,14.999582246080445,15.43948374215285,18.064570331908154,44.70292250339497,0.5669801,0.57203233,0.51328826,0.5085348,0.49027014,0.5223214,0.4956093,0.5495877,0.5873886,0.58993006,0.603651,0.5744917,sad
03-01-04-02-02-02-01.wav,02,-605.889,50.817352,-4.100937,13.333532,2.3143542,-3.1249647,-6.993569,-8.87111,-15.973221,-3.8517964,-1.3603264,-6.091596,0.43329105,21.23438166795107,13.414866020287924,16.20455711740059,14.990268632287446,15.458650585764737,18.01944306381767,45.41473296930505,0.57496566,0.56441605,0.5672082,0.5680878,0.5164887,0.48581943,0.4882071,0.49832636,0.48894197,0.49279705,0.5796436,0.6002935,sad
03-01-05-01-01-01-01.wav,01,-546.11554,42.51581,-6.0192423,12.6451235,-1.4078629,-2.7939103,-4.314088,-1.4580283,-12.457061,-4.777245,-0.857797,-4.7668257,-0.7102531,18.776609606978983,12.811388031379082,15.487371438179212,14.726856016338589,15.906146679145765,17.25277443685646,44.243723731534104,0.4777944,0.54812765,0.5853615,0.57592136,0.4967018,0.4808749,0.47793537,0.4357083,0.48020542,0.56442094,0.5338675,0.43913147,angry
03-01-05-01-01-02-01.wav,01,-526.2785,40.100624,-5.4062862,8.0860615,-3.3844342,-3.6563702,-7.031596,-8.578679,-13.111328,-6.569745,-4.498286,-6.6619687,-3.4727755,18.761405341231598,13.000670169743128,16.249740537211757,14.804660159873618,16.421444157633157,17.193718113125932,44.53850780323014,0.48934597,0.53814596,0.51120454,0.53236675,0.5154702,0.5215976,0.48575488,0.5281877,0.4996998,0.47029254,0.4666252,0.45718896,angry
03-01-05-01-02-01-01.wav,01,-570.9829,45.415054,-1.5627906,11.880344,-0.43858126,-1.7890217,-5.260241,-6.6141477,-13.445087,-4.125199,-3.681512,-4.4055014,-1.00225,20.12373609431613,12.035718238982529,15.170193659292142,14.815009335444072,16.285923922048568,17.543030634111414,44.6544148143045,0.55870056,0.5601191,0.48545846,0.53621256,0.5747435,0.5240611,0.5060748,0.58839,0.5967841,0.54161555,0.5733729,0.56885356,angry
03-01-05-01-02-02-01.wav,01,-530.8293,44.267376,-2.8641322,8.589871,0.015043081,-3.4850914,-4.3523197,-6.577349,-15.150324,-4.9910274,-2.5813367,-5.787801,0.28295937,21.78900888716207,12.976192462264006,15.979543409563131,15.069993718923932,16.483318026854345,18.42368540381111,45.052855473663236,0.49092442,0.5652489,0.55322486,0.50401765,0.48802313,0.4532884,0.44324985,0.52695894,0.528666,0.49102917,0.5169041,0.5098786,angry
03-01-05-02-01-01-01.wav,02,-349.08368,29.868893,-20.021608,0.8248055,-11.387679,-4.3352494,-12.86241,-13.475211,-13.617985,-8.423022,-5.6364746,-4.9704933,-7.1078973,15.151902590976837,16.397917998988483,17.752931343755506,16.810392867051572,17.670817141305204,16.732715371235358,44.972295609744116,0.37793323,0.44434744,0.47941253,0.5417272,0.5538694,0.5256669,0.49593467,0.59027433,0.5205901,0.43848798,0.46587515,0.4296875,angry
03-01-05-02-01-02-01.wav,02,-368.34802,22.302996,-18.730824,3.21249,-10.238885,-5.3979936,-12.250566,-7.9842367,-16.876492,-9.0744705,-4.7981224,-8.329525,-4.87846,19.07350280277394,16.39506456222812,18.814207072396197,18.30591580707147,18.1849157210246,17.6485172475803,46.02947147359405,0.33317018,0.39923835,0.37958774,0.32406214,0.46042943,0.5429701,0.36260659,0.29097635,0.34676015,0.34951395,0.37476906,0.3707127,angry
03-01-05-02-02-01-01.wav,02,-401.70172,29.973305,-15.743985,4.878529,-6.717307,-3.9170728,-11.364849,-9.566884,-16.95793,-6.6101475,-4.112581,-8.695933,-3.1835454,17.916193438254197,14.631736222455814,16.419834249416894,16.922497582685676,17.52455219404998,17.972964883381405,45.23936901699592,0.41941658,0.47006246,0.4025224,0.43786395,0.47656432,0.5822398,0.49266145,0.4802901,0.5356343,0.48769578,0.5086788,0.42753384,angry
03-01-05-02-02-02-01.wav,02,-303.9083,22.274927,-20.23263,-3.0112534,-10.557668,-6.5886765,-16.995613,-11.742131,-16.091637,-9.435908,-2.4795759,-8.391646,-6.0200577,17.100550946123608,17.55399160209649,17.552096891652265,18.131944854388625,18.747708890480904,17.846407286976994,45.0427396104674,0.3036403,0.31604394,0.33723655,0.4343449,0.49271908,0.47046587,0.42455646,0.47297558,0.5157749,0.40246177,0.3932282,0.3640697,angry
03-01-06-01-01-01-01.wav,01,-595.331,57.99092,2.2590277,14.343323,8.518202,-2.4230087,-4.188249,-8.528271,-12.255306,-1.40471,-2.2603824,0.5045404,3.6462831,21.934434236634495,13.68169968828225,17.512687233585012,15.600992063464593,16.415786368223962,17.96676278936155,44.87739602341821,0.6293136,0.5976707,0.52166605,0.513349,0.4988628,0.49395537,0.42292348,0.43757293,0.46810707,0.46980923,0.4981272,0.5954849,fearful
03-01-06-01-01-02-01.wav,01,-603.3856,55.155254,-6.0278044,9.1299,4.3948555,-4.041097,-8.073682,-12.255183,-16.346151,-4.0777426,-3.4491825,-6.1606865,-0.26365176,21.184816127,14.62914133653072,16.857551182564862,16.157297955575263,17.238232047054822,18.187293974591647,45.53316731034227,0.43299234,0.42407838,0.46397692,0.44574377,0.4609705,0.49734002,0.5847158,0.6065187,0.5112085,0.41475907,0.45873648,0.42840663,fearful
03-01-06-01-02-01-01.wav,01,-622.86993,61.635395,7.414828,18.84099,10.033153,3.9887211,-1.0351888,-5.5802426,-8.488827,0.3211511,0.07606045,0.36447465,2.7944248,20.764131458149524,13.020529549154784,16.261232974015552,15.170301053304895,15.948582613079209,17.260321676026653,44.458014742201215,0.5402643,0.55781245,0.52949023,0.4846562,0.49990174,0.51706165,0.4961103,0.58945304,0.6566191,0.63480484,0.5486452,0.54561937,fearful
03-01-06-01-02-02-01.wav,01,-624.02625,60.417797,-3.3307755,15.390851,6.7717657,-0.058078744,-3.9153352,-10.592283,-10.528063,-0.664874,-0.9012812,-1.2349017,0.28941727,21.350566878052227,14.024136292934562,16.064407019643937,15.308085035107473,16.093594727433008,17.820279309006942,46.4741672494149,0.6264216,0.5621767,0.5116212,0.51222277,0.4799687,0.4733348,0.53287756,0.59807485,0.52152246,0.4697978,0.5226109,0.6230072,fearful
03-01-06-02-01-01-01.wav,02,-439.20685,52.212185,-12.541273,5.1477275,1.7914932,5.8628416,-5.597445,-12.138769,-14.728991,-1.950158,2.1356723,-3.671966,-0.59043306,18.08588252521116,14.750678607102579,16.48680676806093,16.57458761035189,17.255632423351763,18.216286179855622,45.00318636144272,0.3566667,0.40018734,0.4041366,0.41255438,0.53649986,0.6135493,0.45223004,0.4630764,0.49468496,0.42398298,0.37235656,0.3805017,fearful
03-01-06-02-01-02-01.wav,02,-404.05585,42.662426,-17.537214,-3.219983,1.9150128,-0.23162141,-11.389852,-15.012191,-17.222418,-7.2708745,-4.490682,-9.206504,-6.413215,17.10705793085835,16.9004575990322,18.462833877809583,18.144785555422175,18.935272765376865,18.45732550084361,44.78121246896867,0.3182667,0.38915107,0.3425794,0.29965365,0.39084914,0.4580241,0.3748613,0.47403497,0.5104819,0.38856032,0.39876235,0.33021644,fearful
03-01-06-02-02-01-01.wav,02,-369.5954,39.190083,-15.472043,-0.9504296,-5.7813573,-1.20997,-10.114829,-18.269138,-17.822474,-9.481161,-3.8010514,-7.8962812,-7.8260264,17.002679166517918,16.623045471992857,17.458099210722356,18.045942319229297,18.16413995425068,17.937023251440625,44.47158723383849,0.41916,0.41982844,0.35260147,0.38250777,0.55452114,0.5427521,0.39739308,0.4230445,0.37862575,0.38841146,0.35448074,0.35594776,fearful
03-01-06-02-02-02-01.wav,02,-427.11377,45.139057,-15.436681,-1.130169,-0.7227588,1.9657456,-13.529376,-15.487787,-17.104061,-9.546004,2.3383808,-7.4597087,-7.3646116,19.379094735853283,16.808045458987053,18.153850584767202,17.669520737699568,18.396791985956344,18.01203789655569,45.421044033138344,0.38776767,0.37108645,0.32798305,0.33596343,0.45466283,0.5149766,0.43325865,0.4896925,0.41150507,0.35107768,0.39711744,0.35094476,fearful
03-01-07-01-01-01-01.wav,01,-647.6113,63.878662,-3.163664,11.068918,3.8989286,0.49626195,-7.21009,-7.302176,-13.785376,-4.531086,-0.68246734,-7.2989683,-1.6489207,19.641379575062043,13.263464161983888,15.644506855819289,14.97466640689077,16.201796449181508,16.562403984509903,44.55165247930121,0.47787878,0.46753815,0.48493844,0.4673587,0.48368776,0.50247407,0.4961464,0.4828569,0.48379156,0.5095417,0.5651869,0.5100923,disgust
03-01-07-01-01-02-01.wav,01,-626.5222,52.807503,0.2726887,4.734688,3.439811,-0.42759264,-9.445805,-6.7852263,-13.305903,-4.895432,-0.56229144,-6.350317,-3.322409,19.053070005864218,13.70014519009813,15.283994641480145,15.160416350042047,16.1155993909284,16.668542481221362,45.64097557821139,0.4687359,0.53810585,0.56070423,0.55101615,0.49606,0.5033491,0.5679514,0.51428,0.44554374,0.4547854,0.5290477,0.47496855,disgust
03-01-07-01-02-01-01.wav,01,-667.50525,71.2468,1.9786966,12.600777,1.8061317,3.4382744,-4.8249874,-12.123671,-8.451324,-2.0306573,-2.5171847,-3.0232687,-0.99177146,20.98915853792004,12.166945229929068,15.24685622123229,14.701949368178495,16.639096331096884,17.314307302709413,45.70217076251099,0.47869724,0.5357084,0.6046911,0.63704073,0.57547605,0.4952716,0.4546237,0.520238,0.53443563,0.47451657,0.46042153,0.47835076,disgust
03-01-07-01-02-02-01.wav,01,-669.2902,54.79244,-0.9016661,10.555701,-0.1613753,3.6259093,-5.3917437,-10.095323,-7.4466414,-1.4052047,0.10079639,-3.9632685,-0.5047301,20.00232192710655,12.877714496407599,15.114560845272308,14.719776381978425,16.133064742747898,16.805217029925995,44.86475059859316,0.5830588,0.5965317,0.57141525,0.61053014,0.56518686,0.56590825,0.5461578,0.5606941,0.51551884,0.53611976,0.54712814,0.53964883,disgust
03-01-07-02-01-01-01.wav,02,-489.86877,43.945282,-6.9385076,-5.6906586,-9.426028,-1.937155,-11.578998,-17.378063,-13.903124,-6.911768,-3.551647,-4.3722687,-7.017699,20.09442307406998,15.440078295748242,16.356437061249043,16.96168789132741,18.345904843712855,17.156317570744996,45.46008780281611,0.3173675,0.36102876,0.3925945,0.48598522,0.5159083,0.45623973,0.4477657,0.522944,0.52155614,0.47767487,0.4340771,0.38719246,disgust
03-01-07-02-01-02-01.wav,02,-491.2605,35.17139,-9.034343,1.899957,-8.66488,-6.350328,-18.34103,-15.881719,-9.58409,-5.861493,-4.5087137,-5.8916154,-6.898971,20.050459234730276,14.859055211482119,16.46441441227495,16.44026119729062,16.945422533399366,16.266770479499076,43.912087278468114,0.40168104,0.43538243,0.49573556,0.48837504,0.46578842,0.5367449,0.47860324,0.49692252,0.5040055,0.4976822,0.5131553,0.49388424,disgust
03-01-07-02-02-01-01.wav,02,-520.7532,43.31225,9.500733,-0.62784535,-7.164327,0.42984334,-12.050826,-15.976675,-5.460499,-8.713773,-8.803648,-2.9774518,-7.6639447,22.678678289323397,15.286230412936282,16.634947436412006,16.45303244866264,18.11192903047769,16.945741905868456,45.61201226662363,0.49846795,0.47696805,0.46240225,0.49520716,0.5384615,0.54390234,0.46492267,0.460889,0.36365443,0.3694685,0.4355474,0.4797127,disgust
03-01-07-02-02-02-01.wav,02,-501.00818,42.180492,-0.9575304,-0.44900617,-4.0120096,-1.8501683,-13.47077,-15.385603,-8.4061365,-5.512526,-6.51612,-6.038745,-7.1585274,21.794590785820354,13.656223977784917,16.509769217710733,15.834903617030529,17.474782759580616,16.971525888892522,44.26549508660941,0.42498562,0.4509581,0.4962178,0.51773065,0.52782637,0.54926306,0.5149553,0.53737307,0.5541708,0.5106582,0.48269972,0.5049936,disgust
03-01-08-01-01-01-01.wav,01,-660.50183,52.980663,-0.44145432,8.232828,4.511838,-2.5249937,-6.031237,-6.618407,-9.726553,-5.8924103,-0.25972414,-5.319383,-0.80951995,18.630980693705652,11.452125918243645,14.058625316075666,13.459176137101778,14.789911145223426,15.775639175358426,44.41291706029164,0.5596927,0.6174591,0.60464096,0.59025073,0.5987187,0.5701795,0.5525077,0.64772165,0.6266275,0.5785357,0.58064675,0.5757309,surprised
03-01-08-01-01-02-01.wav,01,-683.8254,52.923653,-3.502081,10.541914,6.7804637,-2.0829628,-6.373839,-6.0263715,-9.960137,-1.55301,-1.1180857,-5.8361497,-0.47120824,17.71183774078136,11.482433099375953,13.890562845975472,13.724212875736411,15.072676724540852,16.64099691333143,45.40457699605097,0.64014757,0.6389496,0.65796065,0.6691088,0.6218791,0.5666388,0.52930814,0.5910969,0.59620464,0.5561888,0.603557,0.6347542,surprised
03-01-08-01-02-01-01.wav,01,-661.4794,56.338783,-0.10038877,12.948809,3.457243,-1.0980023,-3.964551,-7.31417,-11.041139,-2.5731146,-0.80596995,-3.7987452,-1.9456607,19.3690112574382,12.082332308419149,14.789207916145601,14.948928946194746,15.659826380463855,16.78465021066511,45.57006485093884,0.5422453,0.5874591,0.61912906,0.60978216,0.5552568,0.54118955,0.49679935,0.52015066,0.51343644,0.48810178,0.56831855,0.6375679,surprised
03-01-08-01-02-02-01.wav,01,-666.4035,49.284126,-1.8099363,8.19951,-0.4680706,-3.9114852,-4.3231125,-7.212905,-9.476639,-5.4546943,-0.9426419,-6.583642,-0.9509839,18.63497861564061,11.778882475822028,14.210399770880022,14.457083972171263,14.836670759983996,16.702104022948525,44.19829716059063,0.6345711,0.72007525,0.67804766,0.6069836,0.5599832,0.51147825,0.5382658,0.61430424,0.54746884,0.5481006,0.57740045,0.5919549,surprised
03-01-08-02-01-01-01.wav,02,-605.2246,51.048885,-5.4272103,8.577295,4.1080546,-2.650915,-8.000926,-6.305148,-11.018699,-4.717957,0.42527136,-7.8209214,0.115805194,18.97082230650577,11.186793709681949,13.46987702501797,13.589553082345736,14.668510450279198,16.24872465633933,42.38804454219296,0.5669558,0.62543815,0.61164236,0.62211686,0.58837,0.5480808,0.52033836,0.5695317,0.5995254,0.5992617,0.6225912,0.5967561,surprised
03-01-08-02-01-02-01.wav,02,-553.19366,41.93256,-5.21146,7.3127418,0.06964399,-3.3563771,-6.6405897,-7.5790653,-11.458306,-6.6911645,-1.2373773,-6.6593413,-1.9200144,17.898274145864704,11.659728476851823,14.11113879086234,14.27689680228679,14.975429081225128,16.104672069103227,41.682598782096385,0.57895756,0.5624222,0.5710885,0.5599206,0.5989768,0.60941726,0.47174627,0.44027522,0.4868957,0.51299185,0.58306396,0.63851124,surprised
03-01-08-02-02-01-01.wav,02,-592.5113,45.141872,-4.3943844,7.735556,0.5503257,-4.1455994,-6.7481837,-9.417959,-14.750463,-2.551564,-2.767845,-5.6659083,-0.98160386,20.12876627458948,12.06480198474737,14.272643711388467,14.514947006705265,15.095434444824903,16.826545001610672,44.1078284295841,0.54381627,0.5892122,0.61486316,0.6441386,0.62325907,0.5899776,0.5101995,0.53936476,0.5202918,0.53598547,0.53962463,0.53607434,surprised
